"","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","module","type"
"167","NCKAP5",1.16237347443883,8.51518352612494,33.2335523998529,6.24749852481626e-196,3.86376661534762e-195,436.837175616498,164,"c"
"168","NDP",2.29063733037902,8.30559384735121,48.6957732708792,0,0,791.018095749942,165,"e"
"169","NELL1",2.66341572675317,7.65312675163532,60.9112540396597,0,0,1070.60358553618,166,"e"
"170","NKAIN3",1.43541314789384,7.44716939811893,27.3767472514288,6.84205195970363e-142,2.89577754658164e-141,312.809440023335,168,"e"
"171","NLGN1",1.29744548470707,8.66513332869971,34.5225911722524,2.54078410674575e-208,1.74522711594503e-207,465.307418819536,8,"c"
"172","NLGN4X",1.33133766851575,8.76654015990799,34.2465264354401,1.1762698684923e-205,7.88571319837238e-205,459.147872325256,8,"a"
"173","NRCAM",1.07260711258027,9.24049394834741,39.175614365736,5.01956509103485e-254,4.97798289501445e-253,570.236337371221,5,"a"
"174","NRG3",2.54432937100322,8.0498593764839,55.2605751948376,0,0,942.527498758224,2,"e"
"175","NRXN1",1.14485095308431,9.09124531198098,33.5336986303981,8.38576290961852e-199,5.28366114154911e-198,443.225459517973,8,"c"
"176","NRXN3",1.00885735077699,9.10840205138334,31.4775222466956,2.65626544639434e-179,1.46927422051383e-178,398.30603974596,8,"a"
"177","NTNG1",1.5717197412575,8.42801262826564,38.3980987795624,2.64708949057882e-246,2.45111711945309e-245,552.806889370715,15,"a"
"178","NXPH1",3.63854730952101,7.51637794675723,83.3557721666583,0,0,1544.68890214925,8,"a"
"179","OPRM1",2.36134609428914,6.5303662097633,46.0006522495304,1.38338380835549e-322,2.2974052531618e-321,728.689766161496,6,"e"
"180","OTX2",2.13128675985767,6.64920100705862,33.3418928465515,5.75332585978117e-197,3.58460005241385e-196,439.632567195781,1,"e"
"181","PAH",1.92191408985437,7.90150599045061,51.4744772478062,0,0,855.457266378595,4,"a"
"182","PCDH10",1.60299893409207,8.75808837790656,35.3645778357253,1.73053543267981e-216,1.2555746256153e-215,484.111999455736,8,"a"
"183","PCDH11X",2.1476369839361,7.78637712940849,43.8935672647276,2.54807951065746e-301,3.50047644250976e-300,679.6076090511,176,"a"
"184","PCDH15",3.05015112466884,7.73601314234051,73.9666530894432,0,0,1353.74425662729,3,"c"
"185","PCDH19",1.07154425648109,8.59085283814876,24.0716588176946,1.31076503987129e-113,4.59590419837716e-113,247.418050710556,5,"c"
"186","PCDH7",1.01035453936493,8.82164778841032,26.4202855054923,1.63662846993738e-133,6.65774105731808e-133,293.086399943814,178,"e"
"187","PCDHA1",2.95796079170414,7.69411975047626,78.5544912812974,0,0,1448.42420606075,180,"a"
"188","PCDHA10",1.74786848142335,8.30671939075189,44.2605587433688,5.09899403555402e-305,7.24230000304114e-304,687.996070866439,11,"a"
"189","PCDHA11",2.33535968140961,7.74949453317884,53.4642257414394,0,0,901.361441694339,11,"a"
"190","PCDHA12",1.9119303397586,7.52755251556316,32.084738461961,5.12645918408908e-185,2.92243047365078e-184,412.000927425474,11,"a"
"191","PCDHA13",2.46359066106,7.57138104966056,49.8332391568955,0,0,817.531789515338,181,"a"
"192","PCDHA2",2.27717675397478,7.75575467271747,50.6486859817511,0,0,836.384329166269,1,"a"
"193","PCDHA3",1.8873750539861,8.08601462148882,43.8017097705515,2.14655257182945e-300,2.9248960247042e-299,677.407001957258,11,"a"
"194","PCDHA4",2.14818211249615,7.86101165455168,48.4460187226593,0,0,785.304742931858,11,"a"
"195","PCDHA5",2.57259375771222,7.66023211067935,63.8504701461358,0,0,1136.0083578352,182,"a"
"196","PCDHA6",2.4032785669814,7.82875448408442,50.8622530060768,0,0,841.310292875493,11,"a"
"197","PCDHA7",2.05973312887795,7.72180532385456,43.2581414915582,6.39936651474419e-295,8.12525627175095e-294,664.891750104176,11,"a"
"198","PCDHA8",2.54050300112661,7.3053388141612,50.052151890184,0,0,822.64269827584,183,"a"
"199","PCDHA9",2.2186227574889,7.24192885896612,44.5428343356043,7.27050890557236e-308,1.05046318325339e-306,694.768673816122,11,"a"
"200","PCDHAC1",2.24257314369278,7.58031523644128,49.804373435474,0,0,816.863067097818,184,"a"
"201","PCDHAC2",1.98376479791525,8.27752593691619,44.920500304253,1.1292189030711e-311,1.67484148809482e-310,703.325404317647,185,"a"
"202","PCDHGA3",1.14176067101705,8.60200589980367,28.5688831343256,1.5626965568029e-152,7.13645621035877e-152,336.943923420005,193,"e"
"203","PCDHGA9",1.03556819313329,8.67870439444525,29.5085752882096,4.60404448752545e-161,2.31029298236307e-160,356.531807359783,199,"e"
"204","PCDHGB1",1.47234809070611,8.27296020138061,37.3216213168955,1.16193494469248e-235,9.68857197663982e-235,528.359326439768,25,"e"
"205","PCDHGC4",1.54493772357412,8.4562317042093,36.5658416369011,3.15134625408413e-228,2.44521126011343e-227,511.194319492633,206,"e"
"206","PCDHGC5",1.23130441532242,8.63871909117872,29.4422216000597,1.85958599310702e-160,9.24826743159457e-160,355.166601822909,207,"e"
"207","PCLO",1.59904155009202,8.83812370956788,63.8975507930391,0,0,1136.86189479535,6,"e"
"208","PDE10A",1.04167331269258,8.82189278241953,27.1955327688201,2.71580020867947e-140,1.1379202874367e-139,308.688447190465,4,"e"
"209","PDYN",2.8630785113258,7.44274860103681,50.3098831297479,0,0,828.590501298589,6,"e"
"210","PITX1",-1.47321167178044,7.88615978721953,-34.2569291580455,9.33634412804319e-206,6.28422199140578e-205,459.608351813655,213,"a"
"211","PON1",1.35210052719378,7.73216806810456,35.9642893864042,2.45209081581614e-222,1.85121811139993e-221,497.84025885775,2,"a"
"212","POU3F3",3.10072052708672,8.12174453321818,67.7367658932548,0,0,1221.03506897856,5,"a"
"213","PPP1R1B",1.13702523023227,9.25397611963717,38.8479444850142,9.08528298402931e-251,8.70110530356178e-250,562.746640394621,3,"a"
"214","PTCHD1",1.43315320835839,8.63732251550108,36.4543223966402,3.91179775631721e-227,3.02127789842748e-226,508.623936990668,8,"a"
"215","PTPRT",2.5967789582069,8.12652388488664,53.0131495952616,0,0,890.918413828174,221,"a"
"216","PYHIN1",-1.50766667809539,7.82752517593836,-33.3915433986144,1.92697837060133e-197,1.20508050340591e-196,440.486105221791,223,"a"
"217","RAB39B",1.24012918463912,8.76850199682887,35.9359840564586,4.63600373839966e-222,3.48427904285105e-221,496.884075643427,5,"c"
"218","RAPSN",-1.49796930150433,8.26230458839692,-39.1404129645416,1.12424128425621e-253,1.10836964259613e-252,569.767634918547,2,"e"
"219","RBFOX3",1.15273453253509,9.07419264214863,35.2442641080515,2.56116718850943e-215,1.82660264167736e-214,481.238056776322,2,"e"
"220","RGS7",2.48688579305815,8.26544667951331,53.3921526247796,0,0,899.62174412936,6,"a"
"221","RIMS1",1.8751021472491,8.67990642363046,43.2912557378461,2.97005719357514e-295,3.82908912033225e-294,665.456618339036,7,"a"
