Table S17. Top 200 genes with burden of deleterious URVs in all epilepsy cases (AC=1),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Gene,Ncase_carrier,Ncase_ptv,Ncase_mis,Ncase_infrindel,Ncase_noncarrier,Ncontrol_carrier,Ncontrol_ptv,Ncontrol_mis,Ncase_infrindel,Ncontrol_noncarrier,OR,Pval_obs,pli,misZ,ee_dom50,epi_id_top33,epi_dom43,brain,gabaaRec_19,gabaaergic_113,excitatoryRec_34,volIonChl_86
GTPBP6,0,0,0,0,9170,4,0,0,0,8432,0,0.052691745,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MBOAT2,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,0.553155492,1.481048856,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CNN3,0,0,0,0,9170,4,2,2,0,8432,0,0.052691745,0.825643125,2.387338955,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AGXT2,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,9.52E-12,-0.567108242,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POC1A,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,3.56E-05,0.865442704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TNPO1,0,0,0,0,9170,4,0,4,0,8432,0,0.052691745,0.999994862,4.786943089,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SLC22A2,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,2.00E-06,-0.74631087,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C1orf177,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,6.21E-10,-0.422889005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JUN,0,0,0,0,9170,4,0,4,0,8432,0,0.052691745,0.441159046,3.680828118,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TOM1L2,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,0.593725594,0.069112852,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COL6A2,0,0,0,0,9170,4,3,0,1,8432,0,0.052691745,0.014221517,-0.500739315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MEFV,0,0,0,0,9170,4,3,0,1,8432,0,0.052691745,1.86E-07,-0.583086511,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TFB2M,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,5.30E-05,-0.083221246,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POM121L12,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,6.71E-05,-0.600663413,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EGFR,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,0.998376896,2.854352902,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HSD17B4,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,0.022925747,-1.139966953,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LRRFIP2,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,7.95E-09,-0.647992674,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CD101,0,0,0,0,9170,4,3,0,1,8432,0,0.052691745,7.01E-09,-0.649839789,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COLQ,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,8.49E-06,-0.488056618,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
METTL20,0,0,0,0,9170,4,2,0,2,8432,0,0.052691745,3.34E-05,-1.053659441,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MTRF1,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,1.22E-05,-0.209644888,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GSTA1,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,0.048255609,-1.712560818,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HSF4,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,7.33E-09,1.000611764,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ACAT1,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,0.005097977,-0.005515203,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARID3C,0,0,0,0,9170,4,3,0,1,8432,0,0.052691745,2.90E-06,0.704690218,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MAP3K1,0,0,0,0,9170,4,3,1,0,8432,0,0.052691745,0.998453221,1.983644644,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BBS1,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,3.57E-07,0.037712163,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MBNL2,0,0,0,0,9170,4,1,3,0,8432,0,0.052691745,0.971226522,3.111048329,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTSA,0,0,0,0,9170,4,4,0,0,8432,0,0.052691745,0.000522208,1.28141503,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNAH3,5,5,0,0,9165,13,11,0,2,8423,0.353476856,0.056375055,1.53E-40,-1.530890343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATAD3B,2,2,0,0,9168,8,4,4,0,8428,0.229821117,0.05641074,2.64E-13,1.028289446,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DGKD,2,1,0,1,9168,8,6,0,2,8428,0.229821117,0.05641074,0.864839162,3.397787141,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MCF2L2,2,2,0,0,9168,8,8,0,0,8428,0.229821117,0.05641074,6.28E-12,0.366004401,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DHTKD1,2,2,0,0,9168,8,8,0,0,8428,0.229821117,0.05641074,9.80E-13,-0.311609625,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SYNGAP1,20,6,14,0,9150,8,1,7,0,8428,2.30273224,0.05650396,0.999993302,7.467233934,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ATN1,11,1,10,0,9159,3,0,3,0,8433,3.376023583,0.060253531,0.9963936,2.87005246,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATR,11,8,2,1,9159,3,3,0,0,8433,3.376023583,0.060253531,0.627769823,2.989673785,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HK3,1,1,0,0,9169,6,5,0,1,8430,0.153233722,0.060274892,1.07E-11,-0.389720784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF4G1,1,0,1,0,9169,6,0,5,1,8430,0.153233722,0.060274892,0.999999999,3.694405082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PI4K2A,1,0,1,0,9169,6,2,4,0,8430,0.153233722,0.060274892,0.967710362,4.193826285,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TECR,1,0,1,0,9169,6,2,4,0,8430,0.153233722,0.060274892,0.900691724,3.23478571,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HECW2,1,0,1,0,9169,6,0,6,0,8430,0.153233722,0.060274892,0.999998568,3.491345615,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PPARG,1,0,1,0,9169,6,0,6,0,8430,0.153233722,0.060274892,0.587743173,2.361152771,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SLC5A8,1,1,0,0,9169,6,5,0,1,8430,0.153233722,0.060274892,4.92E-10,-0.273278725,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SLC7A9,1,1,0,0,9169,6,6,0,0,8430,0.153233722,0.060274892,0.162164733,0.907593081,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CMTR2,1,1,0,0,9169,6,6,0,0,8430,0.153233722,0.060274892,5.50E-06,-1.269461168,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KIAA1919,1,1,0,0,9169,6,6,0,0,8430,0.153233722,0.060274892,0.001104556,-0.739110979,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CACNG2,1,0,1,0,9169,6,0,6,0,8430,0.153233722,0.060274892,0.947319386,3.463416589,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ZNF282,1,1,0,0,9169,6,1,5,0,8430,0.153233722,0.060274892,0.863911183,4.059702846,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCDC66,1,1,0,0,9169,6,6,0,0,8430,0.153233722,0.060274892,5.47E-24,-2.732514474,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF4A3,1,0,1,0,9169,6,0,6,0,8430,0.153233722,0.060274892,0.998063846,4.611442077,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TYR,1,1,0,0,9169,6,6,0,0,8430,0.153233722,0.060274892,2.31E-20,-2.649785907,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLK1,1,1,0,0,9169,6,6,0,0,8430,0.153233722,0.060274892,0.048404533,0.499109842,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLR3C,1,1,0,0,9169,6,5,0,1,8430,0.153233722,0.060274892,3.74E-06,0.707891646,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SLC6A2,1,0,1,0,9169,6,2,4,0,8430,0.153233722,0.060274892,0.497194958,3.44012406,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CRIPAK,5,3,0,2,9165,0,0,0,0,8436,Inf,0.063551625,1.02E-11,-1.118935796,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ADCY9,5,4,0,1,9165,0,0,0,0,8436,Inf,0.063551625,0.987033492,2.936970391,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ATP6V1C2,5,5,0,0,9165,0,0,0,0,8436,Inf,0.063551625,5.79E-06,0.600793425,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARL8A,5,0,5,0,9165,0,0,0,0,8436,Inf,0.063551625,0.550413193,3.250708557,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
FBXL6,5,4,1,0,9165,0,0,0,0,8436,Inf,0.063551625,0.000357169,0.31203954,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MARK3,5,2,2,1,9165,0,0,0,0,8436,Inf,0.063551625,0.000525518,1.651377277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NUP155,5,3,0,2,9165,0,0,0,0,8436,Inf,0.063551625,0.999405911,-0.069737436,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GPRC5C,5,5,0,0,9165,0,0,0,0,8436,Inf,0.063551625,0.004063613,0.500387998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMBRA1,5,5,0,0,9165,0,0,0,0,8436,Inf,0.063551625,0.999979039,3.448432136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TSC1,5,5,0,0,9165,0,0,0,0,8436,Inf,0.063551625,0.999996749,2.949596431,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MSH3,5,5,0,0,9165,0,0,0,0,8436,Inf,0.063551625,1.88E-20,-2.214788742,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
