module,gene
5,MYO5A
5,MAPRE2
5,CENPE
5,CLASP1
5,CSPP1
5,CCT4
5,GIGYF1
5,EXOC6B
5,CENPJ
5,KIF1A
5,BRWD3
5,MKS1
5,BIRC6
5,LMNB2
5,NIPA1
5,POT1
5,NIPBL
5,KIF2A
5,KIF13B
5,TUBA8
5,EXOC5
5,WDR19
5,TAOK1
5,TAOK2
5,NIPA2
5,OFD1
5,NIN
5,ANO10
5,MCM4
5,DMXL2
5,CCDC88A
5,RAD21L1
5,CEP164
5,MFSD2A
5,DIXDC1
5,KIF11
5,DYNC1H1
5,ERMARD
5,CAPN12
5,MCM6
5,TUBB2B
5,TUBA1A
5,ANKLE2
5,CEP290
5,AIFM1
5,PHIP
5,STAMBP
5,ARFGEF2
5,LZTS2
5,AHI1
5,KIF4A
5,CTC1
5,KATNAL1
5,GK
5,ZWILCH
5,DCX
5,NELL1
5,CCSER1
5,STAG1
5,EXOC6
5,SASS6
5,TUBB2A
5,COL4A3BP
5,FSTL5
5,CEP41
5,UBN2
5,TUBG1
5,KATNAL2
5,MCPH1
5,RAD21
5,KIF14
5,OCLN
5,HDAC8
5,SPAST
5,ASPM
5,AZGP1
5,NSMCE3
5,DISC1
5,SPATA5
5,TUBB3
5,KATNB1
5,NDE1
5,WDR26
6,ICA1
6,CDKL5
6,NHS
6,FOXG1
6,STXBP1
6,AHDC1
6,RAB18
6,SHANK3
6,RAB2A
6,STXBP5
6,ANKS1B
6,GRM5
6,CADM1
6,GRID1
6,DLG3
6,SRPX2
6,RPL10
6,TMLHE
6,RIMS1
6,BSN
6,CNTNAP2
6,NLGN2
6,PNKP
6,SNAP25
6,GRIN2A
6,SNRPN
6,TRMT10A
6,SYT14
6,NLGN4Y
6,SLITRK5
6,SYNGAP1
6,CHD8
6,SAMD11
6,NRXN3
6,SYT1
6,NLGN4X
6,GRM1
6,IQSEC2
6,CADM2
6,ZSWIM6
6,CLCN4
6,GRIA3
6,NLGN3
6,SYN1
6,TRIM8
6,FRMPD4
6,SIK1
6,OPHN1
6,FTSJ1
6,CAPRIN1
6,GRIK1
6,STX1A
6,TSPAN7
6,DLGAP3
6,ARX
6,DLG4
6,MATN4
6,NRXN1
6,ST5
6,SYT17
6,FMR1
6,JAM3
6,LIN7B
6,HCFC1
6,RAB39B
6,IL1RAPL2
6,GRIK3
6,GRID2IP
6,MID2
6,APBA2
6,MLANA
6,MPP6
6,GRIK4
6,PTCHD1
6,NLGN1
6,DLGAP1
6,PUS3
6,MPP7
6,SHANK1
6,SHANK2
6,UNC13A
6,NXPH1
6,CNKSR2
6,STX1B
6,STYK1
6,SV2A
6,IL1RAPL1
6,FOXP1
6,SBF1
6,DLG1
6,DLGAP2
6,GRIK5
6,MECP2
6,LRRC1
6,GRIA1
6,TSPOAP1
6,HOMER1
6,MTMR11
6,GDI1
6,PCDH19
6,PPFIA1
6,SYP
6,NRXN2
6,ACSF3
6,USP9X
6,SYN2
6,CASK
6,DLG2
6,GRID2
7,COG6
7,SGSM3
7,GALNT14
7,SEC24D
7,ALG9
7,PCDHA9
7,RTTN
7,PAFAH1B2
7,ST3GAL3
7,SATB2
7,STT3A
7,HNF1B
7,SLC45A1
7,MUC12
7,PIGO
7,PACS1
7,PIGA
7,PCDHA6
7,FOXP2
7,VPS13B
7,PIGT
7,POU3F3
7,POMK
7,PGAP2
7,PIGW
7,HEXA
7,MAN2A2
7,PIGL
7,TSNARE1
7,POMT2
7,MPDU1
7,MAN1B1
7,TBR1
7,PCDHA3
7,GALNT8
7,PIGN
7,METTL23
7,MYT1L
7,ALG12
7,ALG1
7,COG8
7,GOSR2
7,PCDHA4
7,PIGV
7,POMGNT1
7,POMT1
7,DOLK
7,EMX2
7,DPM1
7,BICDL1
7,PIGQ
7,ST8SIA2
7,FRRS1L
7,VPS53
7,CC2D1A
7,TRAPPC11
7,DPM2
7,MED25
7,GALNT13
7,ALG6
7,ZC4H2
7,GMPPB
7,MBOAT7
7,PIGM
7,DPAGT1
7,KDM5B
7,PCDHA7
7,SCFD2
7,FKTN
7,RELN
7,GRIK2
7,RFT1
7,FMN2
7,ALG2
7,PCDHA12
7,COG7
7,PCDHA11
7,PGAP1
7,VPS11
7,WDR73
7,CUX1
7,COG4
7,PIGG
7,RAB43
7,ALG11
7,NAPB
7,TRAPPC9
7,MOGS
7,TRAPPC6B
7,MUC4
7,FOLR1
7,PIGY
7,B4GAT1
7,SNX14
7,ALG3
7,PCDHA10
7,SSR4
7,PGAP3
7,STT3B
7,ALG13
7,LMAN2L
7,CNOT3
7,ST3GAL5
8,SERPINI1
8,SYNJ1
8,ASAP2
8,GRN
8,ZDHHC15
8,CADPS2
8,NECAP1
8,DNAJC6
8,NR4A2
8,DMBX1
8,WDFY3
8,RNASET2
8,KLF13
8,HESX1
8,AGAP1
8,SGSH
8,DYRK1A
8,GMEB2
8,PRKD2
8,ARSA
8,PITX1
8,AGAP2
8,MAPT
8,FABP5
8,SYT2
8,ABCA13
8,NPC1
8,OCRL
8,RBP4
8,MANBA
8,OTX2
8,RALGAPB
8,ASAH1
8,STRADA
8,AP4B1
8,GIGYF2
8,CTSF
8,GJD2
8,BRSK2
8,AVPR2
8,PREX1
8,PSD3
8,SQSTM1
8,LRP2
8,SNX5
8,CADPS
8,SAE1
8,CYB5R3
8,LRRK2
8,ARG1
8,SCARB2
8,FRK
8,NEU1
8,AP4S1
8,CLN6
8,ARHGEF10
8,DAPP1
8,OTX1
8,CLN8
8,TBC1D5
8,MFSD8
8,ARNT2
8,CLTCL1
8,ABCA10
8,HIP1
8,AUTS2
8,PRKD1
8,PPT1
8,RAB11FIP5
8,FTL
8,NPC2
8,TTR
8,ARHGEF15
8,CLN3
8,CLN5
8,AP1S2
8,GALC
8,TPP1
8,VAMP2
8,DNAJC5
8,ITSN1
8,ATP13A2
8,VPS35
8,AP4E1
8,RHOXF1
8,CTSD
8,AP3D1
8,PLEKHG2
8,GBA
8,ILF2
9,ABHD12
9,OR52M1
9,OXTR
9,CXCR4
9,CYP11B1
9,ADCY5
9,ESR2
9,CD99L2
9,HEG1
9,PODXL
9,RTN4R
9,HTR1A
9,GPSM2
9,AVPR1B
9,OR2M4
9,PSAP
9,GAL
9,GRM7
9,HTR1B
9,HSD11B1
9,ADCY3
9,C3
9,CHD7
9,CASR
9,OR10H2
9,OR1C1
9,NR3C2
9,POMC
9,GNA11
9,CRH
9,PCDH7
9,GABBR2
9,ITGB1BP1
9,GNAQ
9,TRIO
9,P2RX5
9,ANOS1
9,KRIT1
9,ANXA1
9,REEP3
9,PDE1C
9,OR2T10
9,VSIG4
9,DRD2
9,GPR37
9,CRHR1
9,APP
9,GNAO1
9,PTH
9,CHRM3
9,CX3CR1
9,PDYN
9,PROK2
9,TANGO2
9,HTR2A
9,PARD3B
9,GABBR1
9,ADORA3
9,IMMP2L
9,PXDN
9,TSPAN17
9,AGTR2
9,GNAS
9,ADRA2B
9,GNB1
9,DRD1
9,DRD3
9,GPR85
9,OXT
9,AVPR1A
9,KCNJ6
9,CD46
9,DOCK4
9,OPRM1
9,F2
9,C4B
9,DAGLA
9,RGS7
9,CNR1
10,PARN
10,ZMYND11
10,PCDH12
10,CPEB4
10,CELF6
10,ZC3H11A
10,CENPW
10,EFTUD2
10,ATXN2
10,UPF2
10,SPEN
10,TBCK
10,ELAVL3
10,KANK1
10,SMG9
10,ELAVL2
10,NOL11
10,TSEN15
10,NAA10
10,EIF3E
10,PCLO
10,NAA15
10,DKC1
10,KRR1
10,DOCK7
10,SRSF11
10,DDX3X
10,ZC3H4
10,SYNCRIP
10,TSEN2
10,CELF4
10,DDX53
10,PRRC2B
10,PAPOLG
10,PQBP1
10,DEAF1
10,EIF2B1
10,TBC1D23
10,EXOSC3
10,SEPSECS
10,YTHDC2
10,AAAS
10,EMSY
10,HNRNPH1
10,HNRNPU
10,HNRNPH2
10,RD3
10,CLP1
10,PTBP2
10,PRPF39
10,SF3B1
10,UPF3B
10,SMG6
10,EIF3G
10,RBFOX1
10,SNIP1
10,TSEN54
10,RBFOX3
10,MFRP
10,CSDE1
10,RBM27
10,THOC2
10,RAI1
10,PUF60
10,GPR56
10,DOCK8
11,DPYSL3
11,EPHA5
11,NEGR1
11,MYH14
11,KIRREL3
11,DSCAM
11,LRFN5
11,SRGAP2
11,NEO1
11,DOCK6
11,MYH6
11,CNTN6
11,TTC25
11,XPR1
11,NTNG1
11,SRGAP3
11,DNAH10
11,TTN
11,CNTN3
11,CNTN4
11,MYH4
11,GAS2L2
11,DPYSL2
11,NTNG2
11,DNAH3
11,PLXNB2
11,CGNL1
11,CCIN
11,DPYS
11,PLXNA3
11,LRRC4
11,NTRK3
11,GTF2I
11,PLXNA4
11,MYH10
11,CNTN5
11,CHL1
11,DNAH17
11,SLC20A2
11,CNTNAP4
11,NEB
11,SEMA5A
11,NRP2
11,LRFN2
11,MDGA2
11,PLXNB1
11,CYLC2
11,TECTA
11,C12orf57
11,HYDIN
11,ARHGAP11B
11,FLT4
11,ROBO2
11,ARHGAP32
11,SEMA5B
11,FARP2
12,PHRF1
12,HUWE1
12,FBXL4
12,NEDD4L
12,BCAP31
12,HERC1
12,SET
12,QRICH1
12,HACE1
12,CIC
12,NDN
12,UBE3C
12,KCTD13
12,MAGEL2
12,UBE2H
12,EBF3
12,ATP10A
12,BMP5
12,NEDD4
12,PACS2
12,DNM1L
12,UBE3A
12,IRF2BPL
12,FBXO40
12,CRB2
12,TRIP12
12,TCF20
12,CUL7
12,PATJ
12,HERC2
12,KCTD7
12,RNF213
12,CUL3
12,TRAF7
12,SETBP1
12,ATP8A2
12,HECW2
12,USP15
12,PRKN
12,UBE2A
12,ACVR1
12,RLIM
12,RNF25
12,FBXO11
12,RNF38
12,ASB14
12,SMURF1
12,ZBTB16
12,PHOX2B
12,DENR
12,SH3RF3
12,DIP2A
12,OPA1
12,UBA5
12,UBR5
13,SLC2A1
13,SLC9A6
13,SLC12A6
13,SLC29A4
13,SLC35A2
13,SLCO1B3
13,SLC26A1
13,SLC35B1
13,SLC4A3
13,SLC6A3
13,SLC25A12
13,SLC13A5
13,GAMT
13,SLC6A1
13,SLC6A4
13,SLC24A2
13,SLC22A9
13,SLC25A39
13,SLC25A15
13,SLC9A1
13,SLC25A22
13,SLC12A5
13,SLC9A9
13,SLC22A15
13,SLC38A10
13,SLC46A1
13,SLC7A11
13,SLC4A10
13,SLC16A1
13,SLC1A1
13,SLC25A20
13,SLC6A8
13,STK39
13,SLC39A8
13,SLC7A3
13,SLC25A27
13,SLC8A1
13,ROGDI
13,SLC19A3
13,SLC1A4
13,SLC17A5
13,SLC1A2
13,SLCO1B7
13,SLC30A3
13,SLC25A1
13,SLC33A1
13,SLC1A3
13,SLC35A3
13,SLC25A2
13,SLC7A7
14,ZEB2
14,KIAA1456
14,HDLBP
14,DLX6
14,ZFP57
14,CASZ1
14,EGR3
14,ZNF548
14,ZNF12
14,ZNF18
14,MTF1
14,ZNF559
14,ZNF44
14,ZNF774
14,ZNF462
14,HIVEP2
14,ZNF626
14,ZNF713
14,DLX2
14,ZNF827
14,MSX2
14,SMS
14,EN2
14,FEZF2
14,BCL11A
14,GLI2
14,ZNF517
14,CTCF
14,NPC1L1
14,ZNF182
14,CSNK1G1
14,CHAMP1
14,PTCH1
14,ZNF292
14,HIVEP3
14,SOX5
14,GLIS1
15,CDH13
15,CDH22
15,CDH8
15,CELSR3
15,PRICKLE2
15,CDH10
15,CDH9
15,CDH11
16,NANS
16,ZBTB20
17,PCDHGB5
17,PCDHGB1
18,CNTNAP5
19,TERB2
20,GAS2
21,NCKAP5
22,IDS
23,RP11-1407O15.2
24,RTN4IP1
25,PRUNE2
26,ODF3L2
27,DYDC1
28,USP9Y
29,TMEM139
30,XPNPEP3
31,DIP2C
32,SOBP
33,PCDHAC2
34,MRTFB
35,CASC4
36,HECTD4
37,ASXL3
38,MYO16
39,FAM111A
40,HAX1
41,CLIC2
42,SUCO
43,PPM1D
44,PCDHA5
45,CNGB3
46,SYAP1
47,SLC27A4
48,MIR137
49,C16orf62
50,RUBCN
51,RPS10P2-AS1
52,TSHZ3
53,IER3IP1
54,PCDHGA4
55,DPP3
56,MBTPS2
57,PCDHGA12
58,PCDHB13
59,PCDHGB4
60,PCDHA1
61,CAMTA1
62,FAM92B
63,TBC1D24
64,GGNBP2
65,NDP
66,PCDHGA5
67,PCDHGA10
68,WDR45
69,FAM98C
70,USP45
71,ST7
72,CRLF1
73,ZFYVE20
74,TMEM39B
75,PTPRT
76,SEZ6
77,SGK223
78,RFX3
79,PCDHGB6
80,SLC7A6OS
81,RANBP17
82,GNB1L
83,MSNP1AS
84,ZNF385B
85,FIG4
86,AGBL4
87,PCDHAC1
88,TSPAN4
89,RMND1
90,PCDHB4
91,CCDC91
92,NAALADL2
93,PTCHD1-AS
94,DHX30
95,BRAT1
96,PCDH11X
97,PCDHGA2
98,C15orf62
99,PRR12
100,C18orf25
101,EPG5
102,PCDHGA11
103,LRBA
104,SHOX
105,PCDHGC3
106,ANKRD11
107,NOL3
108,PCDHGA1
109,NKAIN3
110,PCDHGC5
111,ZBTB18
112,PCDHGA3
113,STYXL1
114,PCDHGA9
115,ANKH
116,CA6
117,FAM47A
118,EFR3A
119,TM4SF19
120,CDC42BPB
121,ELOVL4
122,MACROD2
123,GRINA
124,MSANTD2
125,KPNA7
126,SHROOM4
127,KIAA1586
128,PCDHGA7
129,NUDCD2
130,CNTNAP3
131,ERMN
132,TSPYL4
133,PCDHGB2
134,DIPK2A
135,TM4SF20
136,VASH1
137,PCDHGA6
138,NAV2
139,PCDHGC4
140,ADD3
141,BSCL2
142,METTL26
143,KRT26
144,RIMS3
145,MEGF10
146,PCDHA13
147,PCDHGA8
148,PCDHGB3
149,DYDC2
150,PCDH9
151,ELOVL2
152,PYHIN1
153,ASTN2
154,PCDHGB7
155,TENM2
156,PCDHA8
157,TRMT44
158,KLF16
