module,gene
5,SRPX2
5,ATXN2
5,KCNC3
5,KCNAB2
5,ATXN10
5,FOXP2
5,KCNQ2
5,CNTNAP2
5,KCND2
5,FGF12
5,CACNA1F
5,KCNT1
5,POU3F3
5,SCN5A
5,MAN2A2
5,CNTN2
5,KCNMA1
5,ATP1A1
5,DPP10
5,TBR1
5,CUX2
5,MPDZ
5,ATP1A2
5,DMPK
5,MYT1L
5,CALM2
5,COG8
5,CACNB2
5,HCN1
5,GOSR2
5,ANK3
5,ATP2B2
5,CACNA2D1
5,PCDH10
5,KCNH5
5,SCN2A
5,KCNQ1
5,LGI1
5,KCNB1
5,SCN1A
5,SLC9A1
5,KCNV2
5,VPS53
5,ANO10
5,RYR1
5,TRAPPC11
5,KCNQ3
5,ANK2
5,FEZF2
5,ARX
5,FAT4
5,ST5
5,DPP6
5,CACNA2D2
5,RAB39B
5,CACNA2D3
5,SCN4A
5,CACNA1G
5,CACNA1I
5,CD59
5,KCND3
5,KCNAB1
5,NRCAM
5,RYR3
5,SCFD2
5,KCNC1
5,SCN9A
5,ORAI1
5,ATP1A3
5,KCNN3
5,COG7
5,CACNA1H
5,RBFOX1
5,SLC8A1
5,PLN
5,HCN4
5,CUX1
5,FOXP1
5,SBF1
5,COG4
5,ABCA7
5,RAB43
5,SCN3A
5,KCNH1
5,NAPB
5,KCNS3
5,CACNA1C
5,TRAPPC9
5,ADAM22
5,TRAPPC6B
5,KCNE1
5,KCNA2
5,GDI1
5,FOLR1
5,KCNJ2
5,PCDH19
5,CACNA1E
5,CACNA1A
5,CACNA1B
5,SPTAN1
5,CAV3
5,SCN1B
5,SOX5
5,CACNA1D
5,LMAN2L
6,ABHD12
6,OR52M1
6,OXTR
6,CXCR4
6,CYP11B1
6,ADCY5
6,GLO1
6,KCNJ5
6,MAOA
6,ESR2
6,TRPC6
6,HTR1A
6,PRKAR1B
6,RAPGEF4
6,SLC6A3
6,GPSM2
6,PROS1
6,AVPR1B
6,OR2M4
6,PSAP
6,GAL
6,PLCB1
6,GRM7
6,HTR1B
6,HSD11B1
6,ADCY3
6,C3
6,NSD1
6,CASR
6,OR10H2
6,SLC6A4
6,OR1C1
6,NR3C2
6,KCNJ15
6,POMC
6,GNA11
6,CRH
6,GABBR2
6,GNAQ
6,TRIO
6,MAOB
6,ANXA1
6,PREX1
6,REEP3
6,OR2T10
6,PIK3R2
6,FRMPD4
6,DRD2
6,GPR37
6,CRHR1
6,DDC
6,APP
6,GNAO1
6,PTH
6,CHRM3
6,MLC1
6,CX3CR1
6,PDYN
6,ERMARD
6,PROK2
6,HTR2A
6,PARD3B
6,KCNJ10
6,GABBR1
6,ADORA3
6,ARFGEF2
6,AGTR2
6,GNAS
6,ADRA2B
6,GNB1
6,PGM3
6,DRD1
6,SLC17A5
6,DRD3
6,OXT
6,AVPR1A
6,KCNJ6
6,CD46
6,OPRM1
6,F2
6,C4B
6,DAGLA
6,RGS7
6,CNR1
7,AFF2
7,CPEB4
7,GRIA2
7,LRFN5
7,CAMK2B
7,GRM5
7,HTT
7,GRID1
7,DLG3
7,AGAP2
7,NLGN2
7,GRIN2A
7,RBM10
7,KIF5C
7,SLITRK5
7,SYNGAP1
7,GRIN1
7,GRIN2D
7,NRXN3
7,NLGN4X
7,GRM1
7,IQSEC2
7,CADM2
7,GRIA3
7,NLGN3
7,EMX2
7,HTR3C
7,CAPRIN1
7,GRIK1
7,TSPAN7
7,DLGAP3
7,CACNG2
7,DLG4
7,NRXN1
7,FMR1
7,SLC7A11
7,IL1RAPL2
7,GRIK3
7,GRID2IP
7,LRFN2
7,GRIK4
7,HTR3A
7,PTCHD1
7,NLGN1
7,DLGAP1
7,RELN
7,SHANK1
7,GRIK2
7,SHANK2
7,GRIN2B
7,NXPH1
7,IL1RAPL1
7,DLG1
7,DLGAP2
7,SLC1A2
7,GRIK5
7,LRRC1
7,GRIA1
7,HOMER1
7,CAMK2A
7,GRIP1
7,NRXN2
7,DLG2
7,GRID2
8,SYNJ1
8,PIK3AP1
8,STXBP1
8,NECAP1
8,DNAJC6
8,STXBP5
8,PLCD4
8,KANK1
8,RIMS1
8,CNTN6
8,BSN
8,DNM1
8,SYT2
8,SNAP25
8,SYT14
8,OCRL
8,TSNARE1
8,SYT1
8,AP4B1
8,DNM3
8,AVPR2
8,SYN1
8,LRP2
8,DGKD
8,SNX5
8,ST8SIA2
8,APBB1
8,SCARB2
8,STX1A
8,SEPSECS
8,AP4S1
8,DAPP1
8,SYT17
8,LIN7B
8,INPP1
8,CLTCL1
8,CHL1
8,APBA2
8,HIP1
8,INPP4A
8,ADRB2
8,MPP7
8,UNC13A
8,STX1B
8,SV2A
8,AP1S2
8,CBL
8,VAMP2
8,SLC30A3
8,ITPR1
8,SLC25A1
8,ITSN1
8,TSPOAP1
8,PPFIA1
8,SYP
8,AP4E1
8,SYN2
8,CASK
8,AP3D1
9,FASTKD2
9,TMEM70
9,MT-CO1
9,PNPT1
9,CMPK2
9,BCS1L
9,FOXRED1
9,POLG2
9,ATPAF2
9,COX8A
9,CLPB
9,SLC25A12
9,COQ8A
9,UQCC2
9,ACO2
9,COQ6
9,NDUFS8
9,NDUFV1
9,NDUFA1
9,MT-CO3
9,NDUFAF3
9,MT-ND4
9,C7orf55
9,CLPP
9,ANOS1
9,POLG
9,RRM2B
9,MT-ATP6
9,COX6B1
9,HSPD1
9,D2HGDH
9,AFG3L2
9,COQ9
9,MT-ND5
9,SUCLA2
9,SDHD
9,OTC
9,C10orf2
9,PDSS2
9,MT-ATP8
9,NDUFAF6
9,NUBPL
9,TK2
9,GPT2
9,NDUFA2
9,IDH2
9,NDUFS4
9,COQ2
9,SCO2
9,ETFDH
9,NDUFA5
9,COX10
9,COQ4
9,MT-ND1
9,MT-CYB
9,NDUFB11
9,ATP5A1
10,PARN
10,ZC3H11A
10,MRPS22
10,CADM1
10,RPL10
10,EFTUD2
10,UPF2
10,NDN
10,SMG9
10,ELAVL2
10,CECR2
10,NOL11
10,SNRPN
10,TSEN15
10,NAA10
10,EIF3E
10,EIF4E
10,PCLO
10,NAA15
10,KRR1
10,SRSF11
10,DDX3X
10,ZC3H4
10,SYNCRIP
10,TSEN2
10,GFM1
10,PRRC2B
10,FRRS1L
10,PQBP1
10,EXOSC3
10,YTHDC2
10,HNRNPH1
10,HNRNPU
10,HNRNPH2
10,MBOAT7
10,CLP1
10,PTBP2
10,MPP6
10,PRPF39
10,SF3B1
10,UPF3B
10,IMMP2L
10,SMG6
10,EIF3G
10,STYK1
10,TSEN54
10,CSDE1
10,RBM27
10,DOCK4
10,PUF60
10,ETHE1
10,SSR4
10,CNOT3
10,LRPPRC
10,ATP7A
11,PRDM8
11,ALG9
11,STT3A
11,EPM2A
11,GBE1
11,PIGO
11,PIGA
11,VPS13B
11,AGL
11,PIGT
11,POMK
11,PGAP2
11,PIGW
11,HEXA
11,NHLRC1
11,PIGL
11,POMT2
11,MPDU1
11,MAN1B1
11,PIGN
11,ALG12
11,ALG1
11,PIGV
11,POMGNT1
11,SASH1
11,POMT1
11,DOLK
11,DPM1
11,BICDL1
11,PIGQ
11,DPM2
11,ALG6
11,ZC4H2
11,GMPPB
11,PIGM
11,DPAGT1
11,FKTN
11,RFT1
11,ALG2
11,PGAP1
11,PIGG
11,ALG11
11,PPP1R3C
11,MOGS
11,ARV1
11,PIGY
11,B4GAT1
11,ALG3
11,PGAP3
11,STT3B
11,ALG13
11,GYS1
11,ST3GAL5
12,HOXD10
12,HUWE1
12,FBXL4
12,NEDD4L
12,BCAP31
12,HERC1
12,HDLBP
12,HACE1
12,PACS1
12,UBE3C
12,KCTD13
12,UBE2H
12,NEDD4
12,PACS2
12,GIGYF2
12,DNM1L
12,UBE3A
12,FBXO40
12,CRB2
12,TRIP12
12,CUL7
12,PATJ
12,HERC2
12,KCTD7
12,RNF213
12,LRRK2
12,CUL3
12,SMS
12,HOXD11
12,TRAF7
12,TBC1D5
12,HECW2
12,USP15
12,PRKN
12,UBE2A
12,RLIM
12,BTRC
12,RNF25
12,FBXO11
12,ASB14
12,SMURF1
12,ZBTB16
12,ATP13A2
12,DENR
12,VPS35
12,OPA1
12,UBA5
13,NPRL3
13,GRN
13,CHMP1A
13,RNASET2
13,DEPDC5
13,CHRNA7
13,NPRL2
13,CYFIP1
13,ARSA
13,MAGEL2
13,FABP5
13,ATP10A
13,SZT2
13,ACHE
13,NPC1
13,CHRNB3
13,CSTB
13,RBP4
13,ASAH1
13,CHRNA4
13,NIPA1
13,CHRNA2
13,CHKB
13,NIPA2
13,CYB5R3
13,ARG1
13,FRK
13,NEU1
13,KPTN
13,STAMBP
13,FTL
13,NPC2
13,ACY1
13,TTR
13,GALC
13,NFE2L3
13,SPAST
13,TNFAIP6
13,CHRNB2
13,CTSD
13,GBA
13,ILF2
14,PRKX
14,PCDHA9
14,GNPAT
14,AMACR
14,DHCR7
14,NUAK1
14,GPD2
14,PEX7
14,PCDHA6
14,NSDHL
14,PEX5
14,PCDHA3
14,CYP27B1
14,PCDHA4
14,MLYCD
14,LIAS
14,PEX19
14,MOCS2
14,PEX14
14,FASN
14,BOLA3
14,DST
14,PCDHA7
14,CYP27A1
14,DHCR24
14,PEX2
14,SCP2
14,GK
14,PCDHA12
14,EBP
14,PCDHA11
14,HSD17B4
14,AGPS
14,EPPK1
14,FAR1
14,PEX3
14,ACOX1
14,PCDHA10
14,PEX13
14,USP9X
15,HLA-G
15,WDFY3
15,CD276
15,DLX6
15,CARD9
15,IRF3
15,STAT1
15,ISG15
15,IL1RN
15,PDCD1
15,STAT2
15,PSMB8
15,HLA-DPB1
15,CTSF
15,IL10
15,RNF135
15,SQSTM1
15,TRIM8
15,IL1R2
15,MSX2
15,IFIH1
15,TICAM1
15,HLA-A
15,TAP1
15,TRAF3
15,IFNAR2
15,ECM1
15,MLANA
15,NOD2
15,HLA-DRB1
15,IL27RA
15,C12orf57
15,FADD
15,IL1B
15,OCLN
15,HLA-B
15,HIVEP3
16,NEGR1
16,NADK2
16,ATP6V0C
16,SGSH
16,HGSNAT
16,NTNG1
16,ABCA13
16,MANBA
16,CNTN3
16,CNTN4
16,NTNG2
16,ATP6AP1
16,LRRC4
16,CLN6
16,ARHGEF10
16,CLN8
16,MFSD8
16,CNTN5
16,CNTNAP4
16,LILRB2
16,MDGA2
16,PPT1
16,TECTA
16,ATP6V0A2
16,BST1
16,PLAUR
16,CLN3
16,CLN5
16,PTPRB
16,TPP1
16,DNAJC5
16,ATP6AP2
17,SLC12A6
17,HEPACAM
17,GABRA3
17,GABRB1
17,GLRA1
17,EGR3
17,GPHN
17,GABRG2
17,GABRA4
17,SLC6A1
17,GABRA1
17,GABRG3
17,SLC24A2
17,GABRB2
17,GABRA6
17,GABRD
17,GABRB3
17,ARHGEF9
17,CADPS
17,SLC12A5
17,EFHC1
17,CLCN2
17,SLC1A1
17,WNK3
17,STK39
17,GLRA2
17,NEXMIF
17,SLC1A3
18,GALNT14
18,ST3GAL3
18,MUC12
18,GALNT8
18,GALNT13
18,MUC4
19,NR2F1
19,BCL11A
19,RERE
19,FAT1
20,UNC79
20,UNC80
20,NALCN
21,EIF2B1
21,RD3
21,MFRP
22,OTUD7A
22,CHRFAM7A
22,ZNF44
23,KIRREL3
23,XPR1
23,SLC20A2
24,SLC35A2
24,SLC35B1
25,KIAA1456
25,ZNF182
26,PCDHGB5
26,PCDHGB1
27,CCIN
27,CYLC2
28,GMEB2
29,ABCA10
30,NELL1
31,CNTNAP5
32,TERB2
33,GAS2
34,CELF6
35,NCKAP5
36,ZNF548
37,TSPAN17
38,IDS
39,SLC16A1
40,MTMR11
41,RP11-1407O15.2
42,OTX1
43,RTN4IP1
44,ZNF626
45,FMN2
46,PRUNE2
47,RAI1
48,SLC4A3
49,ODF3L2
50,ANKS1B
51,ZNF18
52,HOXD12
53,VPS11
54,SLC25A22
55,DYDC1
56,AHDC1
57,TRPM1
58,USP9Y
59,NLGN4Y
60,TMEM139
61,ZBTB20
62,XPNPEP3
63,BAZ2B
64,SLC39A8
65,DIP2C
66,SOBP
67,SLC25A27
68,PCDHAC2
69,MRTFB
70,P2RX5
71,BRWD3
72,CASC4
73,HECTD4
74,ASXL3
75,MYO16
76,MEGF11
77,HNF1B
78,GPR56
79,BCORL1
80,FAM111A
81,HAX1
82,TBC1D23
83,DUSP15
84,DMXL2
85,CLIC2
86,SUCO
87,SLC22A9
88,PPM1D
89,PCDHA5
90,CNGB3
91,SYAP1
92,SLC27A4
93,MIR137
94,KLF13
95,KCNK7
96,ROGDI
97,SLC26A1
98,C16orf62
99,ATP8A2
100,SHANK3
101,RUBCN
102,RPS10P2-AS1
103,TSHZ3
104,PHRF1
105,CSMD1
106,ZNF462
107,SLC9A6
108,CALN1
109,IER3IP1
110,GIGYF1
111,PTPN23
112,PCDHGA4
113,DPP3
114,SLC22A15
115,SLC45A1
116,RNF38
117,MBTPS2
118,PCDHGA12
119,CGNL1
120,SLC35A3
121,PCDHB13
122,GAS2L2
123,PCDHGB4
124,ACOT7
125,MPC1
126,PCDHA1
127,CAMTA1
128,FAM92B
129,CYP26C1
130,WDR73
131,CNNM2
132,CASZ1
133,ZNF713
134,ZFP57
135,TBC1D24
136,GGNBP2
137,MFSD2A
138,NDP
139,PCDHGA5
140,PCDHGA10
141,DMWD
142,WDR45
143,DIP2A
144,FBXO33
145,MYO5C
146,SLC4A10
147,FCRL6
148,VIL1
149,FAM98C
150,ZNF292
151,USP45
152,RHOXF1
153,ZDHHC15
154,WDR26
155,ST7
156,CRLF1
157,ZFYVE20
158,TMEM39B
159,CERS1
160,PTPRT
161,SEZ6
162,ZNF517
163,ARNT2
164,SGK223
165,RFX3
166,CPA6
167,JRK
168,PCDHGB6
169,SLC7A6OS
170,RANBP17
171,GNB1L
172,MSNP1AS
173,ZNF385B
174,PCDH7
175,SAMD11
176,TANC2
177,SACS
178,FIG4
179,AGBL4
180,PCDHAC1
181,TSPAN4
182,RMND1
183,KHDRBS2
184,IRF2BPL
185,PCDHB4
186,CCDC91
187,PNPLA8
188,SLCO1B3
189,NAALADL2
190,PTCHD1-AS
191,CLSTN1
192,DHX30
193,CLCN4
194,ANKLE2
195,ZNF559
196,JAM3
197,SLC19A3
198,SLC25A2
199,MID2
200,PSD3
201,BRAT1
202,APOPT1
203,GLIS1
204,PCDH11X
205,PCDHGA2
206,TPK1
207,SLC9A9
208,C15orf62
209,PRR12
210,ZNF774
211,SLC25A39
212,C18orf25
213,EPG5
214,PCDHGA11
215,SPATA5
216,LRBA
217,SHOX
218,WDFY4
219,PCDHGC3
220,METTL23
221,ANKRD11
222,NOL3
223,PCDHGA1
224,PAPOLG
225,ZNF12
226,NKAIN3
227,XK
228,SLC33A1
229,PCDHGC5
230,ZBTB18
231,SH3RF3
232,PCDHGA3
233,STYXL1
234,TECPR2
235,SLC13A5
236,PCDHGA9
237,SLC25A15
238,PCDH12
239,CD99L2
240,SLC7A3
241,FBXO28
242,PET100
243,GJC2
244,CORO1A
245,ANKH
246,CA6
247,GPR85
248,FAM47A
249,EFR3A
250,TM4SF19
251,CDC42BPB
252,PITX1
253,MTF1
254,CELF4
255,NBEA
256,ELOVL4
257,MACROD2
258,GRINA
259,MSANTD2
260,KPNA7
261,NANS
262,SHROOM4
263,ELP4
264,CAPN12
265,KIAA1586
266,TANGO2
267,ZNF827
268,DLX2
269,EBF3
270,TMLHE
271,PCDHGA7
272,SETDB2
273,HESX1
274,NUDCD2
275,CIC
276,CNTNAP3
277,ERMN
278,DDX53
279,TSPYL4
280,DMBX1
281,SLCO1B7
282,PCDHGB2
283,SLC38A10
284,DIPK2A
285,TM4SF20
286,VASH1
287,PCDHGA6
288,PHOX2B
289,ZSWIM6
290,CDH22
291,NAV2
292,PCDHGC4
293,ADD3
294,NPC1L1
295,SLC7A7
296,BSCL2
297,METTL26
298,PHF6
299,KRT26
300,FAN1
301,FSTL5
302,DNAH10
303,MSC
304,RIMS3
305,MEGF10
306,TOP3B
307,HOXD13
308,AZGP1
309,PCDHA13
310,PCDHGA8
311,PODXL
312,PCDHGB3
313,NEO1
314,IGSF8
315,DYDC2
316,SSPO
317,PCDH9
318,ELOVL2
319,PHF2
320,PYHIN1
321,SNX14
322,AGAP1
323,RTTN
324,TBCK
325,PXDN
326,ERG
327,ASTN2
328,PCDHGB7
329,CC2D1A
330,ZFYVE26
331,TENM2
332,PCDHA8
333,MARK1
334,SLC29A4
335,TRMT44
336,KLF16
