HPO,p_val,module
HP:0001007,0.1191,1
HP:0001008,0.3118,1
HP:0001009,0.294,1
HP:0001010,0.3796,1
HP:0001012,0.0468,1
HP:0001013,0.0228,1
HP:0001014,0.4843,1
HP:0001015,0.0844,1
HP:0001017,0.8964,1
HP:0001018,0.0489,1
HP:0001019,0.2619,1
HP:0001022,0.0351,1
HP:0001024,0.2655,1
HP:0001025,0.387,1
HP:0001027,0.2014,1
HP:0001028,0.0956,1
HP:0001029,0.8718,1
HP:0001030,0.1643,1
HP:0001031,0.1764,1
HP:0001032,0.322,1
HP:0001033,0.0018,1
HP:0001034,0.1228,1
HP:0001036,0.0808,1
HP:0001038,0.4226,1
HP:0001039,0.2518,1
HP:0001040,0.0065,1
HP:0001041,0.009,1
HP:0001042,0.1546,1
HP:0001043,0.4375,1
HP:0001045,0.5739,1
HP:0001046,0.056,1
HP:0001047,0.0513,1
HP:0001048,0.0237,1
HP:0001050,0.1624,1
HP:0001051,0.0881,1
HP:0001052,0.0727,1
HP:0001053,0.4594,1
HP:0001054,0.0081,1
HP:0001055,0.3727,1
HP:0001056,0.225,1
HP:0001057,0.3621,1
HP:0001058,0.2062,1
HP:0001059,0.0602,1
HP:0001060,0.0122,1
HP:0001061,0.1308,1
HP:0001062,0.201,1
HP:0001063,0.5182,1
HP:0001065,0.0854,1
HP:0001067,0.041,1
HP:0001069,0.0223,1
HP:0001070,0.0371,1
HP:0001071,0.4704,1
HP:0001072,0.0378,1
HP:0001073,0.361,1
HP:0001074,0.201,1
HP:0001075,0.512,1
HP:0001076,0.1125,1
HP:0001080,0.025,1
HP:0001081,0.1012,1
HP:0001082,0.1514,1
HP:0001083,0.361,1
HP:0001084,0.1456,1
HP:0001085,0.1245,1
HP:0001087,0.0665,1
HP:0001088,0.0518,1
HP:0001089,0.1081,1
HP:0001090,0.022,1
HP:0001092,0.0564,1
HP:0001093,0.0155,1
HP:0001094,0.4991,1
HP:0001095,0.0818,1
HP:0001096,0.2,1
HP:0001097,0.1993,1
HP:0001098,0.0658,1
HP:0001099,0.624,1
HP:0001100,0.0671,1
HP:0001101,0.3195,1
HP:0001102,0.0401,1
HP:0001103,0.163,1
HP:0001104,0.2981,1
HP:0001105,0.3127,1
HP:0001106,0.2298,1
HP:0001107,0.1137,1
HP:0001112,0.0627,1
HP:0001114,0.1419,1
HP:0001115,0.0852,1
HP:0001116,0.1935,1
HP:0001117,0.0073,1
HP:0001118,0.514,1
HP:0001119,0.6977,1
HP:0001120,0.2284,1
HP:0001123,0.3236,1
HP:0001125,0.0028,1
HP:0001126,0.0053,1
HP:0001128,0.0062,1
HP:0001129,0.4069,1
HP:0001131,0.2702,1
HP:0001132,0.0218,1
HP:0001133,0.5127,1
HP:0001134,0.0853,1
HP:0001135,0.2588,1
HP:0001136,0.2692,1
HP:0001137,0.3647,1
HP:0001138,0.2058,1
HP:0001139,0.3427,1
HP:0001140,0.0187,1
HP:0001141,0.0628,1
HP:0001142,0.2424,1
HP:0001144,0.4769,1
HP:0001147,0.5154,1
HP:0001149,0.526,1
HP:0001151,0.0054,1
HP:0001152,0.0052,1
HP:0001153,0.2429,1
HP:0001155,0.0441,1
HP:0001156,0.1189,1
HP:0001159,0.1039,1
HP:0001161,0.4357,1
HP:0001162,0.7561,1
HP:0001163,0.0649,1
HP:0001166,0.1371,1
HP:0001167,0.0715,1
HP:0001169,0.0311,1
HP:0001171,0.0609,1
HP:0001172,0.1559,1
HP:0001176,0.017,1
HP:0001177,0.3972,1
HP:0001178,0.0933,1
HP:0001180,0.4296,1
HP:0001181,0.0256,1
HP:0001182,0.0204,1
HP:0001187,0.0074,1
HP:0001188,0.0254,1
HP:0001191,0.1705,1
HP:0001193,0.0371,1
HP:0001194,0.4084,1
HP:0001195,0.2433,1
HP:0001196,0.2976,1
HP:0001197,0.0012,1
HP:0001199,0.3146,1
HP:0001204,0.7191,1
HP:0001211,0.0807,1
HP:0001212,0.0223,1
HP:0001215,0.0033,1
HP:0001216,0.1108,1
HP:0001217,0.1463,1
HP:0001218,0.017,1
HP:0001220,0.067,1
HP:0001222,0.016,1
HP:0001223,0.4826,1
HP:0001225,0.0724,1
HP:0001227,0.1181,1
HP:0001230,0.0199,1
HP:0001231,0.073,1
HP:0001232,0.5638,1
HP:0001233,0.1555,1
HP:0001234,0.0252,1
HP:0001238,0.1477,1
HP:0001239,0.057,1
HP:0001241,0.0816,1
HP:0001245,0.1181,1
HP:0001248,0.4646,1
HP:0001249,0.0,1
HP:0001250,0.0,1
HP:0001251,0.0,1
HP:0001252,0.0001,1
HP:0001254,0.0678,1
HP:0001256,0.054,1
HP:0001257,0.0,1
HP:0001258,0.0234,1
HP:0001259,0.0255,1
HP:0001260,0.0005,1
HP:0001262,0.1338,1
HP:0001263,0.0,1
HP:0001264,0.0227,1
HP:0001265,0.0013,1
HP:0001266,0.0027,1
HP:0001268,0.0,1
HP:0001269,0.0032,1
HP:0001270,0.0,1
HP:0001271,0.1978,1
HP:0001272,0.0001,1
HP:0001273,0.0033,1
HP:0001274,0.2935,1
HP:0001276,0.0,1
HP:0001278,0.2306,1
HP:0001279,0.0,1
HP:0001281,0.0279,1
HP:0001283,0.0413,1
HP:0001284,0.0388,1
HP:0001285,0.0318,1
HP:0001287,0.5485,1
HP:0001288,0.0,1
HP:0001289,0.0068,1
HP:0001290,0.0002,1
HP:0001291,0.0355,1
HP:0001293,0.0956,1
HP:0001297,0.0805,1
HP:0001298,0.0,1
HP:0001300,0.079,1
HP:0001301,0.2146,1
HP:0001302,0.0116,1
HP:0001304,0.0046,1
HP:0001305,0.457,1
HP:0001308,0.0373,1
HP:0001310,0.0066,1
HP:0001311,0.0003,1
HP:0001312,0.0587,1
HP:0001315,0.0018,1
HP:0001317,0.0086,1
HP:0001319,0.0123,1
HP:0001320,0.4766,1
HP:0001321,0.2342,1
HP:0001324,0.0001,1
HP:0001325,0.013,1
HP:0001326,0.0002,1
HP:0001327,0.5301,1
HP:0001328,0.0056,1
HP:0001331,0.1419,1
HP:0001332,0.0004,1
HP:0001334,0.4617,1
HP:0001335,0.1065,1
HP:0001336,0.0,1
HP:0001337,0.0011,1
HP:0001338,0.2753,1
HP:0001339,0.0123,1
HP:0001340,0.0506,1
HP:0001341,0.4092,1
HP:0001342,0.1444,1
HP:0001343,0.2481,1
HP:0001344,0.0001,1
HP:0001345,0.3958,1
