HPO,p_val,module
HP:0000589,0.0004,1
HP:0000590,0.0009,1
HP:0000591,0.0864,1
HP:0000592,0.0213,1
HP:0000593,0.0,1
HP:0000594,0.0754,1
HP:0000597,0.0,1
HP:0000598,0.0,1
HP:0000599,0.0651,1
HP:0000600,0.0062,1
HP:0000601,0.0053,1
HP:0000602,0.0009,1
HP:0000603,0.0009,1
HP:0000605,0.0025,1
HP:0000606,0.0027,1
HP:0000607,0.0907,1
HP:0000608,0.0536,1
HP:0000609,0.0005,1
HP:0000610,0.0002,1
HP:0000612,0.0003,1
HP:0000613,0.0388,1
HP:0000614,0.0581,1
HP:0000615,0.026,1
HP:0000616,0.0027,1
HP:0000617,0.0059,1
HP:0000618,0.0046,1
HP:0000619,0.105,1
HP:0000620,0.0075,1
HP:0000621,0.0035,1
HP:0000622,0.1061,1
HP:0000623,0.1318,1
HP:0000625,0.0296,1
HP:0000627,0.0,1
HP:0000629,0.001,1
HP:0000630,0.071,1
HP:0000632,0.0012,1
HP:0000633,0.0085,1
HP:0000634,0.0613,1
HP:0000635,0.0643,1
HP:0000636,0.0082,1
HP:0000637,0.0627,1
HP:0000639,0.0005,1
HP:0000640,0.1361,1
HP:0000641,0.0984,1
HP:0000642,0.0,1
HP:0000643,0.0043,1
HP:0000646,0.116,1
HP:0000647,0.001,1
HP:0000648,0.0015,1
HP:0000649,0.13,1
HP:0000650,0.0995,1
HP:0000651,0.2015,1
HP:0000652,0.0292,1
HP:0000653,0.0175,1
HP:0000654,0.0027,1
HP:0000656,0.0088,1
HP:0000657,0.0025,1
HP:0000658,0.0084,1
HP:0000659,0.0001,1
HP:0000660,0.0215,1
HP:0000661,0.0613,1
HP:0000662,0.0001,1
HP:0000664,0.0774,1
HP:0000666,0.1287,1
HP:0000667,0.1344,1
HP:0000668,0.0522,1
HP:0000670,0.0002,1
HP:0000674,0.073,1
HP:0000675,0.0043,1
HP:0000676,0.1218,1
HP:0000677,0.1057,1
HP:0000678,0.0025,1
HP:0000679,0.1497,1
HP:0000680,0.1321,1
HP:0000682,0.0631,1
HP:0000683,0.0514,1
HP:0000684,0.0011,1
HP:0000685,0.0816,1
HP:0000687,0.0048,1
HP:0000689,0.0014,1
HP:0000690,0.0154,1
HP:0000691,0.1018,1
HP:0000692,0.0,1
HP:0000694,0.2431,1
HP:0000695,0.0047,1
HP:0000696,0.0015,1
HP:0000698,0.0668,1
HP:0000699,0.0725,1
HP:0000700,0.2959,1
HP:0000703,0.3064,1
HP:0000704,0.0039,1
HP:0000705,0.2186,1
HP:0000706,0.0004,1
HP:0000707,0.0,1
HP:0000708,0.0,1
HP:0000709,0.0038,1
HP:0000710,0.1193,1
HP:0000711,0.23,1
HP:0000712,0.0003,1
HP:0000713,0.274,1
HP:0000716,0.036,1
HP:0000717,0.1141,1
HP:0000718,0.0,1
HP:0000719,0.1218,1
HP:0000720,0.0694,1
HP:0000721,0.4885,1
HP:0000722,0.0007,1
HP:0000723,0.2955,1
HP:0000725,0.4656,1
HP:0000726,0.0348,1
HP:0000727,0.0003,1
HP:0000728,0.5095,1
HP:0000729,0.0109,1
HP:0000732,0.4885,1
HP:0000733,0.2532,1
HP:0000734,0.1971,1
HP:0000735,0.1243,1
HP:0000736,0.0445,1
HP:0000737,0.0717,1
HP:0000738,0.0278,1
HP:0000739,0.0047,1
HP:0000740,0.0001,1
HP:0000741,0.2287,1
HP:0000742,0.0704,1
HP:0000743,0.0009,1
HP:0000744,0.0278,1
HP:0000745,0.2277,1
HP:0000746,0.0002,1
HP:0000748,0.126,1
HP:0000749,0.0654,1
HP:0000750,0.0074,1
HP:0000751,0.0012,1
HP:0000752,0.0204,1
HP:0000753,0.4738,1
HP:0000756,0.0126,1
HP:0000757,0.0,1
HP:0000758,0.4885,1
HP:0000759,0.0028,1
HP:0000762,0.0024,1
HP:0000763,0.1086,1
HP:0000764,0.0395,1
HP:0000765,0.0012,1
HP:0000766,0.0,1
HP:0000767,0.0067,1
HP:0000768,0.0,1
